,C'=' 0.010,C'=' 0.044,C'=' 0.078,C'=' 0.112,C'=' 0.147,C'=' 0.181,C'=' 0.215,C'=' 0.249,C'=' 0.283,C'=' 0.317,C'=' 0.351,C'=' 0.386,C'=' 0.420,C'=' 0.454,C'=' 0.488,C'=' 0.522,C'=' 0.556,C'=' 0.590,C'=' 0.624,C'=' 0.659,C'=' 0.693,C'=' 0.727,C'=' 0.761,C'=' 0.795,C'=' 0.829,C'=' 0.863,C'=' 0.898,C'=' 0.932,C'=' 0.966,C'=' 1.000
Bcells_155Gd_S6_IL246,0.0,0.0,0.0,0.0,0.0,0.001,0.021,0.066,0.152,0.242,0.311,0.351,0.377,0.401,0.413,0.426,0.438,0.447,0.454,0.458,0.464,0.466,0.468,0.468,0.471,0.473,0.475,0.477,0.477,0.481
Bcells_155Gd_S6_LPS,0.0,0.0,0.0,0.0,0.016,0.391,0.499,0.501,0.505,0.538,0.591,0.635,0.669,0.68,0.691,0.7,0.708,0.709,0.711,0.716,0.72,0.723,0.723,0.726,0.726,0.73,0.734,0.736,0.737,0.737
Bcells_155Gd_S6_unstim,0.0,0.0,0.0,0.0,0.006,0.259,0.652,0.773,0.79,0.8,0.809,0.816,0.821,0.827,0.831,0.834,0.838,0.839,0.844,0.846,0.848,0.849,0.85,0.852,0.855,0.855,0.858,0.86,0.86,0.86
Bcells_156Gd_IkB_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.003,0.003,0.004,0.004,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.011,0.012,0.012,0.012,0.013,0.013,0.014,0.015,0.015,0.015
Bcells_156Gd_IkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.006,0.009,0.016,0.017,0.02,0.023,0.023,0.026,0.028,0.032,0.035,0.04,0.04,0.043,0.046,0.048,0.05,0.051
Bcells_156Gd_IkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_156Gd_IkB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.026,0.045,0.057,0.067,0.077,0.085,0.089,0.09,0.091,0.093,0.094,0.095,0.097,0.098,0.099,0.099,0.099,0.1,0.101,0.101,0.101
Bcells_156Gd_IkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_159Tb_MAPKAPK2_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.125,0.31,0.431,0.48,0.493,0.502,0.504,0.507,0.508,0.508,0.509,0.509,0.509,0.508,0.509,0.509,0.509,0.51,0.51,0.51,0.51,0.51
Bcells_159Tb_MAPKAPK2_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.005,0.008,0.009,0.01,0.012,0.012,0.013,0.015,0.017,0.021,0.021,0.022,0.023,0.026,0.029,0.031,0.032
Bcells_159Tb_MAPKAPK2_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.008,0.016,0.024,0.035,0.042,0.047,0.05,0.051,0.058,0.059,0.061,0.065,0.069,0.073,0.078,0.082,0.086,0.088,0.09
Bcells_159Tb_MAPKAPK2_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006
Bcells_159Tb_MAPKAPK2_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.048,0.2,0.358,0.448,0.467,0.475,0.477,0.478,0.479,0.481,0.484,0.487,0.489,0.49,0.491,0.49,0.491,0.493,0.495,0.496,0.496,0.499,0.499
Bcells_166Er_NFkB_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005
Bcells_166Er_NFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.005,0.005,0.006,0.006,0.006,0.007,0.007
Bcells_166Er_NFkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Bcells_166Er_NFkB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.005,0.007,0.008,0.009,0.01,0.011,0.013,0.013,0.015,0.016,0.017,0.016,0.017,0.019,0.019,0.019,0.019
Bcells_166Er_NFkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002
Bcells_167Er_ERK_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.106,0.251,0.354,0.433,0.472,0.502,0.529,0.544,0.55,0.56,0.572,0.578,0.588,0.597,0.601,0.608,0.611,0.614,0.623,0.626,0.631,0.631,0.633
Bcells_168Er_STAT6_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_168Er_STAT6_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002
Bcells_168Er_STAT6_IL246,0.0,0.0,0.0,0.0,0.008,0.083,0.111,0.125,0.143,0.153,0.161,0.168,0.174,0.178,0.184,0.193,0.196,0.2,0.202,0.206,0.215,0.22,0.223,0.226,0.228,0.229,0.231,0.234,0.238,0.241
Bcells_168Er_STAT6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_168Er_STAT6_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_149Sm_CREB_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.009,0.017,0.023,0.028,0.032,0.034,0.04,0.047,0.049,0.051,0.052,0.054,0.059,0.063,0.066,0.067,0.069
CD4negCD8negTcells_149Sm_CREB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.015,0.019,0.026,0.029,0.032,0.037,0.039,0.043,0.046,0.047,0.048,0.049,0.051,0.055,0.059,0.062,0.064,0.065,0.065
CD4negCD8negTcells_149Sm_CREB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.014,0.038,0.072,0.111,0.145,0.169,0.197,0.208,0.226,0.236,0.249,0.26,0.263,0.269,0.272,0.28,0.286,0.293,0.296,0.298,0.3
CD4negCD8negTcells_149Sm_CREB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009
CD4negCD8negTcells_149Sm_CREB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.011,0.03,0.045,0.05,0.059,0.064,0.065,0.068,0.071,0.075,0.076,0.076,0.079,0.079,0.079,0.081,0.082,0.083,0.084,0.085
CD4negCD8negTcells_150Nd_STAT5_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_150Nd_STAT5_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_150Nd_STAT5_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_150Nd_STAT5_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_150Nd_STAT5_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_151Eu_p38_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_151Eu_p38_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.042,0.121,0.211,0.292,0.34,0.369,0.391,0.407,0.426,0.442,0.449,0.455,0.463,0.47,0.473,0.479,0.479,0.482,0.485,0.485,0.486,0.493
CD4negCD8negTcells_151Eu_p38_IL246,0.0,0.0,0.0,0.0,0.0,0.283,0.516,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517,0.517
CD4negCD8negTcells_151Eu_p38_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_151Eu_p38_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_153Eu_STAT1_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_153Eu_STAT1_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_153Eu_STAT1_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_153Eu_STAT1_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_153Eu_STAT1_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_154Sm_STAT3_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_154Sm_STAT3_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD4negCD8negTcells_154Sm_STAT3_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_154Sm_STAT3_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_154Sm_STAT3_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_155Gd_S6_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003
CD4negCD8negTcells_155Gd_S6_IFNa,0.0,0.0,0.0,0.0,0.0,0.007,0.015,0.02,0.032,0.04,0.045,0.048,0.056,0.061,0.064,0.069,0.073,0.075,0.081,0.084,0.084,0.088,0.091,0.096,0.105,0.106,0.108,0.112,0.113,0.115
CD4negCD8negTcells_155Gd_S6_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.005,0.008,0.012,0.017,0.021,0.024,0.026,0.03,0.031,0.032,0.035,0.035,0.038,0.039,0.041,0.041,0.042,0.046,0.048,0.05,0.052
CD4negCD8negTcells_155Gd_S6_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_155Gd_S6_unstim,0.0,0.0,0.0,0.0,0.0,0.005,0.007,0.009,0.012,0.012,0.014,0.015,0.017,0.018,0.019,0.019,0.019,0.019,0.02,0.022,0.021,0.022,0.024,0.025,0.025,0.024,0.027,0.027,0.027,0.029
CD4negCD8negTcells_156Gd_IkB_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.012,0.015,0.022,0.023,0.027,0.029,0.029,0.032,0.031,0.031,0.031,0.033,0.035,0.038,0.041,0.042,0.043,0.043,0.044,0.043,0.043
CD4negCD8negTcells_156Gd_IkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_156Gd_IkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002
CD4negCD8negTcells_156Gd_IkB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.054,0.141,0.193,0.221,0.248,0.262,0.271,0.284,0.288,0.299,0.303,0.308,0.312,0.315,0.319,0.321,0.323,0.326,0.329,0.331,0.333
CD4negCD8negTcells_156Gd_IkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_159Tb_MAPKAPK2_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.005,0.006,0.007,0.01,0.011,0.013,0.013,0.015,0.016,0.016,0.017,0.018,0.019,0.019,0.02,0.022,0.023,0.023
CD4negCD8negTcells_159Tb_MAPKAPK2_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8negTcells_159Tb_MAPKAPK2_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.006,0.01,0.018,0.024,0.035,0.042,0.049,0.055,0.059,0.063,0.068,0.07,0.072,0.08,0.08,0.085,0.088,0.091,0.094
CD4negCD8negTcells_159Tb_MAPKAPK2_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
CD4negCD8negTcells_159Tb_MAPKAPK2_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.012,0.021,0.031,0.038,0.05,0.058,0.064,0.072,0.078,0.08,0.083,0.087,0.089,0.096,0.102,0.102,0.105,0.111,0.116,0.117
CD4negCD8negTcells_166Er_NFkB_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.009,0.013,0.018,0.02,0.024,0.027,0.033,0.038,0.038,0.041,0.042,0.044,0.048,0.049,0.05,0.051,0.053,0.055,0.055,0.055
CD4negCD8negTcells_166Er_NFkB_IFNa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.01,0.021,0.029,0.038,0.042,0.051,0.058,0.061,0.064,0.068,0.074,0.077,0.079,0.079,0.083,0.085,0.088,0.089
CD4negCD8negTcells_166Er_NFkB_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.005,0.005,0.007,0.009,0.009,0.01,0.011,0.014,0.014,0.016,0.018,0.019,0.02,0.02,0.02,0.021,0.022
CD4negCD8negTcells_166Er_NFkB_LPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.047,0.101,0.16,0.201,0.227,0.236,0.246,0.257,0.263,0.273,0.281,0.288,0.291,0.295,0.301,0.304,0.31,0.314,0.314,0.313,0.313
CD4negCD8negTcells_166Er_NFkB_unstim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.05,0.077,0.112,0.143,0.167,0.188,0.211,0.226,0.241,0.249,0.254,0.259,0.27,0.277,0.283,0.286,0.287,0.293,0.296,0.3,0.306
CD4negCD8negTcells_167Er_ERK_GMCSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.009,0.018,0.023,0.024,0.029,0.032,0.035,0.037,0.042,0.044,0.048,0.051,0.052,0.056,0.058,0.061,0.065,0.069,0.07
CD4negCD8negTcells_167Er_ERK_IFNa,0.0,0.0,0.0,0.0,0.0,0.009,0.128,0.245,0.312,0.348,0.374,0.398,0.419,0.431,0.44,0.451,0.459,0.464,0.471,0.475,0.482,0.485,0.49,0.492,0.495,0.501,0.506,0.506,0.508,0.508
CD4negCD8negTcells_167Er_ERK_IL246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.004,0.005,0.005,0.006,0.007,0.007,0.007,0.008
