,Mann-Whitney U-test,p-value
CLEC5A,262.0,0.0004691189288516967
CES2,262.0,0.0004691189288516967
NUCB2,262.0,0.0004691189288516967
CEBPB,263.0,0.0004919949903302576
COLEC12,263.0,0.0004919949903302576
MILR1,264.0,0.000515907889309041
PRSS8,265.0,0.0005409005759630868
MAPK9,265.0,0.0005409005759630868
GGT1,266.0,0.0005670175826543864
ACE2,266.0,0.0005670175826543864
IL24,266.5,0.0005804416352148876
OGFR,267.0,0.0005943050731445281
FKBP4,267.0,0.0005943050731445281
HAVCR1,267.0,0.0005943050731445281
ACP5,267.0,0.0005943050731445281
PVR,267.0,0.0005943050731445281
HLA-DRA,267.0,0.0005943050731445281
NPY,807.0,0.0006228108929419563
C19orf12,268.0,0.0006228108929419563
IL15RA,268.0,0.0006228108929419563
RRM2,268.0,0.0006228108929419563
MNDA,269.0,0.0006525846207931639
ANGPTL1,269.0,0.0006525846207931639
TMPRSS15,806.0,0.0006525846207931639
MAGED1,269.0,0.0006525846207931639
AMFR,270.0,0.0006836776213264353
TYMP,270.0,0.0006836776213264353
RASSF2,272.0,0.0007499485903949626
CDH5,803.0,0.0007500361523533264
TPP1,272.0,0.0007500361523533264
GSTP1,272.0,0.0007500361523533264
EPS8L2,272.0,0.0007500361523533264
SH2D1A,272.0,0.0007500361523533264
PILRB,273.0,0.0007854138315927085
MDGA1,802.0,0.0007854138315927085
LILRB1,273.0,0.0007854138315927085
SPP1,274.0,0.0008223351944748424
FABP1,274.0,0.0008223351944748424
FLT1,275.0,0.0008608613655343479
FABP5,275.0,0.0008608613655343479
RBKS,275.0,0.0008608613655343479
NTRK3,800.0,0.0008608613655343479
IL22RA1,275.0,0.0008608613655343479
TXNDC15,276.0,0.0009010555956336793
TIMP4,276.0,0.0009010555956336793
TNXB,799.0,0.0009010555956336793
RNASET2,276.5,0.0009216943749299306
DBI,277.0,0.0009429833228460645
TP53,277.0,0.0009429833228460645
LEP,277.0,0.0009429833228460645
HCLS1,278.0,0.000986601872647745
HLA-E,278.0,0.0009867122345287478
NCF2,278.0,0.0009867122345287478
PADI4,279.0,0.0010323123305866395
IFNLR1,279.0,0.0010323123305866395
ADAM8,279.0,0.0010323123305866395
CCL2,280.0,0.0010798559879253837
ERBB3,280.0,0.0010798559879253837
LGMN,280.0,0.0010798559879253837
PILRA,280.0,0.0010798559879253837
CCL8,280.0,0.0010798559879253837
CPA2,793.0,0.0011810757740967207
PLAT,282.0,0.0011810757740967207
LCN2,282.0,0.0011810757740967207
EBI3_IL27,282.0,0.0011810757740967207
CD274,282.0,0.0011810757740967207
ADM,282.0,0.0011810757740967207
CLTA,282.0,0.0011810757740967207
PADI2,283.0,0.0012349091384197429
MCFD2,284.0,0.0012910006721824324
SPINK1,284.0,0.0012910006721824324
CHRDL1,284.0,0.0012910006721824324
PFDN2,284.0,0.0012910006721824324
VSTM1,285.0,0.001349435645489569
ATF2,285.0,0.001349435645489569
OSM,285.0,0.001349435645489569
SIGLEC5,285.0,0.001349435645489569
MARCO,285.0,0.001349435645489569
DFFA,286.0,0.0014103021169250228
PGLYRP1,286.0,0.0014103021169250228
NEFL,286.0,0.0014103021169250228
FKBP5,287.0,0.0014736910061930004
CALCA,287.0,0.0014736910061930004
BLMH,287.0,0.0014736910061930004
IL6R,287.0,0.0014736910061930004
IFNG,288.0,0.0015395361455137787
DCTN2,288.0,0.0015396961678922668
PPP3R1,288.0,0.0015396961678922668
KIR2DL3,288.0,0.0015396961678922668
FEN1,288.0,0.0015396961678922668
LY9,289.0,0.001608414466409529
CCL18,290.0,0.0016799458519163426
NFKBIE,290.0,0.0016799458519163426
SOST,290.0,0.0016799458519163426
OLR1,290.0,0.0016799458519163426
TXNDC5,291.0,0.0017543934374524076
C1QTNF1,291.0,0.0017543934374524076
CD70,292.0,0.0018318635770760857
NPDC1,292.0,0.0018318635770760857
CCL23,292.0,0.0018318635770760857
NMNAT1,292.0,0.0018318635770760857
CRELD2,293.0,0.0019124659450613
PRKRA,293.0,0.0019124659450613
SCARB1,293.0,0.0019124659450613
ITGA11,782.0,0.0019124659450613
SLAMF8,293.0,0.0019124659450613
SIRPA,294.0,0.0019963136161180515
VMO1,295.0,0.0020835231466118
HK2,295.0,0.0020835231466118
PTN,296.0,0.002174001985259283
CDON,779.0,0.0021742146567550235
PLXDC1,779.0,0.0021742146567550235
PDCD5,296.0,0.0021742146567550235
ESM1,297.0,0.002268511913742224
IFNGR1,297.0,0.002268511913742224
PAG1,297.0,0.002268511913742224
IL15,297.0,0.002268511913742224
IL32,297.0,0.002268511913742224
C1QA,297.0,0.002268511913742224
ICAM2,298.0,0.002366542415797505
PTX3,298.0,0.002366542415797505
CNTN4,777.0,0.002366542415797505
CEACAM1,298.0,0.002366542415797505
SERPINE1,298.0,0.002366542415797505
S100A12,299.0,0.0024682015643181887
IGF1R,299.0,0.0024682015643181887
LILRB2,299.0,0.002468437477101856
IL1B,299.0,0.002468437477101856
NDUFS6,299.0,0.002468437477101856
CLEC4D,299.0,0.002468437477101856
GPR37,300.0,0.002574332313564882
CST3,301.0,0.0026843661294036615
ADA2,302.0,0.0027986822044891654
SERPINB1,302.0,0.0027986822044891654
EGFL7,303.0,0.002917427982418119
ENPP5,771.0,0.003040755159266133
CD164,304.0,0.003040755159266133
CNPY2,304.0,0.003040755159266133
NCAM2,771.0,0.003040755159266133
CREG1,304.0,0.003040755159266133
GLRX,304.5,0.0031036171322102062
TIMP3,306.0,0.003301782293327333
HNMT,306.0,0.003301782293327333
PDGFRA,306.0,0.003301782293327333
ANXA3,306.0,0.003301782293327333
FOLR1,306.5,0.0033698480613802663
SFTPA2,307.0,0.0034398077124499363
CAMKK1,308.0,0.0035830656358034276
AGR2,308.0,0.0035830656358034276
LHPP,308.0,0.0035830656358034276
CD163,309.0,0.003731730373589817
EIF4EBP1,309.0,0.003731730373589817
GRPEL1,309.0,0.003731730373589817
PREB,310.0,0.003885981032525652
AIF1,310.0,0.003885981032525652
FOLR3,311.0,0.004046001607916701
VAMP5,311.0,0.004046001607916701
ADA,311.0,0.004046001607916701
CD177,312.0,0.004211981075969882
CASP10,312.0,0.004211981075969882
CXADR,312.0,0.004211981075969882
PRDX1,312.0,0.004211981075969882
TXNRD1,312.0,0.004211981075969882
CDHR2,313.0,0.004384113486275355
GALNT10,313.0,0.004384113486275355
PPP1R2,313.0,0.004384113486275355
IL1RAP,762.0,0.004384113486275355
CPE,762.0,0.004384113486275355
HMOX1,313.5,0.004472168436931168
BTN2A1,314.0,0.004562211326431448
CD63,314.0,0.004562598054388879
SPINT2,314.0,0.004562598054388879
SHMT1,314.0,0.004562598054388879
MPHOSPH8,314.0,0.004562598054388879
CEACAM3,314.0,0.004562598054388879
OXT,315.0,0.004747240149895899
IL13RA1,315.0,0.004747639254442015
S100P,315.0,0.004747639254442015
TGFA,315.5,0.0048422785373696976
NFASC,317.0,0.005138236295022835
CRHBP,318.0,0.005344228209048635
SMOC1,318.0,0.005344228209048635
XPNPEP2,757.0,0.005344228209048635
CD5,318.0,0.005344228209048635
CLEC4G,318.5,0.005449550665867018
SEMA3F,319.0,0.005557649086182693
PLIN3,320.0,0.005778731078139222
ANGPTL4,320.0,0.005778731078139222
GGH,320.0,0.005778731078139222
EPHB4,321.0,0.006007712147046768
TNFRSF12A,321.0,0.006007712147046768
WISP2,321.0,0.006007712147046768
ITGB2,321.0,0.006007712147046768
SLAMF6,321.0,0.006007712147046768
FMR1,321.0,0.006007712147046768
VCAN,322.0,0.006244836155992389
COL18A1,322.0,0.006244836155992389
AHCY,323.0,0.006490352958914781
NUDT5,323.0,0.006490352958914781
CASP8,323.0,0.006490352958914781
PLIN1,324.0,0.0067439928980217835
RSPO1,324.0,0.0067445184897491255
BAIAP2,324.0,0.0067445184897491255
IL10,324.0,0.0067445184897491255
ICAM4,324.0,0.0067445184897491255
TLR3,324.0,0.0067445184897491255
TSLP,325.0,0.007007053429637535
KRT5,325.0,0.007007594850723967
ARSA,325.0,0.007007594850723967
TCN2,325.0,0.007007594850723967
BCAN,750.0,0.007007594850723967
NUB1,325.0,0.007007594850723967
PSME2,325.0,0.007007594850723967
RBP5,325.0,0.007007594850723967
KYNU,326.0,0.007279850399707193
SLAMF1,326.0,0.007279850399707193
IGFBP4,327.0,0.00756155983649606
EREG,327.0,0.00756155983649606
P4HB,327.0,0.00756155983649606
PODXL2,327.0,0.00756155983649606
RSPO3,327.0,0.00756155983649606
ANG,328.0,0.00785300428794329
INPP1,328.0,0.00785300428794329
CFC1,328.0,0.00785300428794329
EDA2R,329.0,0.008154471391808568
OSMR,329.0,0.008154471391808568
AZU1,330.0,0.008466255379222533
SMPD1,330.0,0.008466255379222533
CEACAM8,330.0,0.008466255379222533
PLA2G2A,330.0,0.008466255379222533
NOS1,330.0,0.008466255379222533
BID,330.0,0.008466255379222533
BOC,745.0,0.008466255379222533
ALPP,330.0,0.008466255379222533
CDH17,744.0,0.008788657155647332
ACY1,331.0,0.008788657155647332
MANSC1,331.0,0.008788657155647332
DPT,332.0,0.009121321403034382
GPA33,743.0,0.009121984380215742
GFER,332.0,0.009121984380215742
PTPRF,332.0,0.009121984380215742
SULT2A1,332.0,0.009121984380215742
TXLNA,332.0,0.009121984380215742
TMPRSS5,743.0,0.009121984380215742
DPEP2,332.0,0.009121984380215742
PDCD1LG2,332.0,0.009121984380215742
SELE,332.0,0.009121984380215742
NINJ1,332.5,0.00929217063982426
SSC5D,333.0,0.009466551543328308
PLTP,742.0,0.009466551543328308
COL9A1,741.0,0.009822680042385188
CLEC7A,334.0,0.009822680042385188
VAT1,334.0,0.009822680042385188
RABEPK,335.0,0.01018997716429639
AMBN,740.0,0.010190698255527837
ATOX1,335.0,0.010190698255527837
NCR1,335.0,0.010190698255527837
HMOX2,335.0,0.010190698255527837
EPCAM,740.0,0.010190698255527837
MSTN,740.0,0.010190698255527837
EPHA2,335.0,0.010190698255527837
CD4,336.0,0.010570941613262611
CHIT1,336.0,0.010570941613262611
SEMA4C,336.0,0.010570941613262611
PEBP1,336.0,0.010570941613262611
SERPINB6,336.0,0.010570941613262611
IL1RL1,336.0,0.010570941613262611
MAEA,336.0,0.010570941613262611
SLC39A14,337.0,0.010963752667836531
CX3CL1,337.0,0.010963752667836531
FOXO1,337.0,0.010963752667836531
SPON2,337.0,0.010963752667836531
COPE,337.0,0.010963752667836531
ABL1,337.0,0.010963752667836531
ADAMTS13,738.0,0.010963752667836531
AGXT,338.0,0.01136948116023356
REN,338.0,0.01136948116023356
EFNA4,338.0,0.01136948116023356
EGFR,736.5,0.011576507045193744
ACP6,339.0,0.01178848408465723
ARHGAP25,339.0,0.01178848408465723
CCL26,339.0,0.01178848408465723
ESAM,339.0,0.01178848408465723
GBP4,339.5,0.01200144627853475
CPPED1,340.0,0.012221125750363814
SOD2,340.0,0.012221125750363814
QDPR,340.0,0.012221125750363814
SNX9,340.0,0.012221125750363814
B4GALT1,340.0,0.012221125750363814
CBLN4,735.0,0.012221125750363814
CCL27,340.0,0.012221125750363814
OMG,734.0,0.012666929078313904
ENG,734.0,0.012667777840708454
SCRN1,341.0,0.012667777840708454
CXCL17,341.0,0.012667777840708454
PROK1,342.0,0.013128819469264436
NID2,342.0,0.013128819469264436
DKK4,342.5,0.01336309063385592
PRSS2,343.0,0.013604637232875043
THBD,344.0,0.014094706750297906
LDLR,344.0,0.014095625261494632
CTSZ,344.0,0.014095625261494632
PLA2G15,345.0,0.01460218526467521
CD302,345.0,0.01460218526467521
PON2,345.0,0.01460218526467521
ACVRL1,345.0,0.01460218526467521
CR2,730.0,0.01460218526467521
LRP11,345.0,0.01460218526467521
PRDX6,345.0,0.01460218526467521
MMP9,346.0,0.015123759320403699
ERP44,346.0,0.015124726574553344
CD207,729.0,0.015124726574553344
TNFRSF4,346.0,0.015124726574553344
MME,346.0,0.015124726574553344
INHBC,346.0,0.015124726574553344
CDHR1,729.0,0.015124726574553344
LAMA4,346.5,0.01539114050681068
SIRT5,347.0,0.015662673879484182
TRIM21,347.0,0.015663666185190047
SORT1,347.0,0.015663666185190047
FES,347.0,0.015663666185190047
ZBTB16,348.0,0.016217393188683853
IPCEF1,348.0,0.01621942878811678
AMY2B,726.0,0.016792446803938474
FCRL5,350.0,0.017383160409844386
CCN2,351.0,0.01799092047645846
CCS,351.0,0.017992017562876907
FXYD5,351.0,0.017992017562876907
F2R,351.0,0.017992017562876907
APLP1,723.5,0.018302281386919004
SCP2,352.0,0.01861947401880772
GFRA3,722.0,0.01926599334647046
HSPB6,353.0,0.01926599334647046
TDGF1,353.0,0.01926599334647046
AMY2A,721.0,0.019930866431253295
RBP2,354.0,0.019930866431253295
CA3,354.0,0.01993204693739939
FASLG,721.0,0.01993204693739939
FUT3_FUT5,354.0,0.01993204693739939
TGFBI,354.0,0.01993204693739939
FGFR1OP,355.0,0.02061811401062238
SMOC2,355.0,0.02061811401062238
KLK1,720.0,0.02061811401062238
CA9,356.0,0.021324681612458443
TNFSF12,718.0,0.02205224461116867
MLN,357.0,0.02205224461116867
ADAMTS16,357.0,0.02205224461116867
IGF2R,358.0,0.022801305686311044
GLOD4,358.0,0.022801305686311044
CES1,358.0,0.022801305686311044
GGA1,358.0,0.022801305686311044
CRH,717.0,0.022801305686311044
DTX3,358.0,0.022801305686311044
CCDC80,358.0,0.022801305686311044
ITGB1BP1,358.0,0.022801305686311044
COL4A1,358.0,0.022801305686311044
CSF3,359.0,0.02357237531265035
ATP6V1F,359.0,0.02357237531265035
LGALS8,360.0,0.024365971738474386
S100A16,360.0,0.024365971738474386
APP,360.0,0.024365971738474386
IDI2,360.0,0.024365971738474386
PSME1,361.0,0.025182620958170282
BACH1,361.0,0.025182620958170282
SIGLEC6,361.0,0.025182620958170282
CEACAM21,361.0,0.025182620958170282
TGFB1,361.0,0.025182620958170282
F9,362.0,0.02602285667891462
THOP1,362.0,0.02602285667891462
VCAM1,362.0,0.02602285667891462
ALDH1A1,362.0,0.02602285667891462
CDC27,362.0,0.02602285667891462
XG,363.0,0.026887220281333286
BAX,363.0,0.026887220281333286
ADAM15,712.0,0.026887220281333286
CLEC4C,712.0,0.026887220281333286
TNFSF13B,363.0,0.026887220281333286
SEPTIN9,363.0,0.026887220281333286
ISM1,364.0,0.027776260773989384
IRAK4,364.0,0.027776260773989384
MIF,365.0,0.02869053474155786
TFRC,365.0,0.02869053474155786
OSCAR,365.0,0.02869053474155786
CTRC,710.0,0.02869053474155786
CD300LF,365.0,0.02869053474155786
JCHAIN,366.0,0.029630606286548834
KITLG,709.0,0.029630606286548834
DAB2,366.0,0.029630606286548834
C2CD2L,366.0,0.029630606286548834
BCL2L11,366.0,0.029630606286548834
PFKFB2,366.0,0.029630606286548834
DNMBP,366.0,0.029630606286548834
GUCA2A,709.0,0.029630606286548834
ACAA1,366.0,0.029630606286548834
ICAM3,367.0,0.03059704696444466
SERPINB9,367.0,0.03059704696444466
SOD1,367.0,0.03059704696444466
TDRKH,367.0,0.03059704696444466
IRAK1,367.0,0.03059704696444466
CA4,367.0,0.03059704696444466
LRRN1,707.0,0.03158881156224329
PTEN,368.0,0.03159043571211612
CD34,707.0,0.03159043571211612
LILRA2,368.0,0.03159043571211612
LYPD3,707.0,0.03159043571211612
RRM2B,368.0,0.03159043571211612
ARSB,368.0,0.03159043571211612
VTCN1,368.0,0.03159043571211612
DNAJB1,369.0,0.032611358769388775
NUDC,370.0,0.03366040959363104
IGFBP1,370.0,0.03366040959363104
IKBKG,370.0,0.03366040959363104
STX6,370.0,0.03366040959363104
PDCD1,371.0,0.03473818876724094
LAT2,371.0,0.03473818876724094
LACTB2,371.0,0.03473818876724094
LYPD8,372.0,0.035845303897910796
ACTA2,372.0,0.035845303897910796
SRPK2,372.0,0.035845303897910796
TARBP2,372.0,0.035845303897910796
TIA1,372.0,0.035845303897910796
IFNGR2,372.0,0.035845303897910796
CETN2,372.0,0.035845303897910796
AFP,702.5,0.036408269264896424
TACSTD2,373.0,0.036982369511552905
DSG3,702.0,0.036982369511552905
ADGRG1,373.0,0.036982369511552905
IL17C,374.0,0.038150006937774594
LRP1,374.0,0.038150006937774594
SORD,374.0,0.038150006937774594
FKBP7,374.0,0.038150006937774594
CD55,375.0,0.039346966378982925
ANGPT2,375.0,0.03934884418779323
REG3A,375.0,0.03934884418779323
NFATC3,375.0,0.03934884418779323
L1CAM,700.0,0.03934884418779323
EBAG9,376.0,0.04057951582468801
PTPN1,376.0,0.04057951582468801
HEBP1,377.0,0.04184266282588952
KYAT1,377.0,0.04184266282588952
MAX,378.0,0.04313893243781285
ENTPD6,378.0,0.04313893243781285
TGFBR3,697.0,0.04313893243781285
SIAE,378.0,0.04313893243781285
LAT,378.0,0.04313893243781285
ABHD14B,378.0,0.04313893243781285
AGER,379.0,0.04446897802254504
FCGR2A,379.0,0.04446897802254504
CC2D1A,380.0,0.045833458896504475
PPP1R12A,380.0,0.045833458896504475
EDIL3,695.0,0.045833458896504475
CGREF1,381.0,0.04723304016099331
LTA,692.0,0.05014019211719211
AMBP,383.0,0.05014019211719211
ASAH2,692.0,0.05014019211719211
TANK,383.0,0.05014019211719211
IL1A,384.0,0.051646889693153133
HEXIM1,384.0,0.05164912029602107
MEGF10,691.0,0.05164912029602107
COL6A3,384.0,0.05164912029602107
CD83,385.0,0.05319586344291922
FLI1,385.0,0.05319586344291922
YES1,385.0,0.05319586344291922
DDR1,385.0,0.05319586344291922
GAS6,386.0,0.05478111275351019
BCAM,386.0,0.05478111275351019
IL10RA,387.0,0.056405564017814734
NTRK2,688.0,0.056405564017814734
RAD23B,387.0,0.056405564017814734
CA14,688.0,0.056405564017814734
TNR,387.0,0.056405564017814734
LTO1,387.0,0.056405564017814734
GSTA1,387.0,0.056405564017814734
