feature,coefficient
aldolase.A,-0.0
X3HAO,0.0
X14.3.3.protein.zeta.delta,0.0
tau,-0.0
S100A12,-0.0
Noggin,0.0
LIF.sR,0.0
b.NGF,0.0
IL.9,0.0
IFN.g.R1,0.0
GDNF,0.0
Epo,-0.0
Cripto,0.0
CD70,0.0
C3d,0.0
PKC.G,0.0
MED.1,-0.0
CRK,0.0
IL.17.RC,0.0
BRF.1,-0.0
BAFF.Receptor,-0.0
SET,0.0
Semaphorin.3E,-0.0
PKB.beta,0.0
PIM1,0.0
OMD,0.0
NLGNX,0.0
MIF,-0.0
LIGHT,-0.0
Keratin.18,-0.0
IL.1Ra,0.0
HVEM,0.0
hnRNP.A2.B1,-0.0
GPC6,-0.0
DLL1,-0.0
Cyclin.B1,-0.0
Fas..soluble,-0.0
sLeptin.R,-0.0
DR6,-0.0
COLEC12,0.0
HSP.90b,0.0
H6ST1,-0.0
GRB2.adapter.protein,0.0
GAS1,-0.0
Ficolin.3,0.0
DEAD.box.protein.19B,0.0
CYTN,-0.0
CNDP1,-0.0
CAD15,-0.0
ASGR1,0.0
ANP,-0.0
Troponin.I,0.0
Troponin.I..skeletal..fast.twitch,0.0
SHPS1,0.0
RANK,-0.0
CD27,-0.0
BAD,-0.0
Dynactin.subunit.2,0.0
EF.1.beta,0.0
eIF.4H,0.0
FAM3B,0.0
MUC1,-0.0
DSCAM,0.0
PGM1,0.0
MMP.8,-0.0
CSRP3,0.0
IL.17,-0.0
SUMO3,-0.0
Eotaxin.3,-0.0
gpIIbIIIa,0.0
KEAP1,-0.0
Leptin,-0.0
FBLN3,-0.0
MMP.10,0.0
CgA,0.0
RNase.H1,-0.0
IGFBP.2,0.0
NEUREGULIN.1,0.0
INGR2,0.0
sLRP1,0.0
Transgelin.2,-0.0
UBP25,-0.0
FTCD,-0.0
CATF,0.0
PEDF,0.0
QORL1,0.0
Corticotropin.lipotropin,0.0
ATPO,0.0
UB2G2,0.0
IFN.a.b.R1,0.0
LEG9,0.0
Galectin.7,-0.0
Trefoil.factor.2,0.0
CD63,-0.0
MIG,-0.0
HMGN1,-0.0
TFF1,0.0
PSA,-0.0
Activin.AB,0.0
Cathepsin.H,0.0
WISP.3,-0.0
MP2K3,-0.0
Somatostatin.28,0.0
PTH,0.0
Tpo,0.0
TWEAK,0.0
TNF.a,-0.0
Ferritin,0.0
S100A7,0.0
PolyUbiquitin.K48,-0.0
PSME1,-0.0
PEX5,0.0
Nucleoside.diphosphate.kinase.A,0.0
HSP70.protein.8,-0.0
HINT1,0.0
Gastrin.releasing.peptide,0.0
eIF.5A.1,-0.0
p53,-0.0
PolyUbiquitin.K63,0.0
RSPO4,-0.0
Tropomyosin.4,0.0
SOD3,-0.0
HGH,0.0
BMP.6,-0.0
a.Synuclein,-0.0
PACAP.38,-0.0
ghrelin,-0.0
PACAP.27,0.0
N.terminal.pro.BNP,0.0
NET1,-0.0
MYPC1,0.0
LRP1B,0.0
Lectin..mannose.binding.2,-0.0
CREL1,0.0
X14.3.3.protein.theta,0.0
ANK2,0.0
CD47,-0.0
CPNE1,0.0
CKAP2,-0.0
CBPE,-0.0
KLRF1,-0.0
CD83,-0.0
CD244,-0.0
CD226,-0.0
B7.H2,-0.0
B7.H1,0.0
TSG.6,0.0
TS,0.0
Trypsin.2,0.0
Tropomyosin.1.alpha.chain,0.0
SSRP1,0.0
SPTA2,-0.0
SIRT2,-0.0
SEPR,-0.0
sCD163,-0.0
RS3,0.0
Rb,0.0
PUR8,-0.0
CLM6,-0.0
CRTAM,-0.0
DAF,0.0
IL.7.Ra,0.0
KI3L2,0.0
KI2L4,-0.0
JAML1,0.0
JAG2,0.0
JAG1,-0.0
ILT.4,0.0
ILT.2,-0.0
IL.23.R,-0.0
DcR3,0.0
IL.22BP,0.0
IL.20.Ra,0.0
IL.17B.R,0.0
IL.1.sR9,0.0
EphB6,0.0
EPHB2,-0.0
EPHAA,0.0
PPase,0.0
phosphoglycerate.kinase.1,0.0
PGP9.5,-0.0
FCAR,0.0
hnRNP.K,-0.0
GSTA3,0.0
GRN,0.0
GPC5,-0.0
GP1BA,-0.0
Fibrinogen.g.chain.dimer,0.0
FGFR4,-0.0
FAK1,0.0
HRG,-0.0
FABPE,-0.0
Esterase.D,0.0
ERP29,0.0
Elafin,0.0
DSC3,0.0
Macrophage.scavenger.receptor,-0.0
DBNL,-0.0
HPG.,-0.0
IF4A3,0.0
Peroxiredoxin.6,-0.0
Moesin,-0.0
Peroxiredoxin.5,-0.0
PARK7,-0.0
PAFAH,-0.0
NCK1,0.0
NCC27,-0.0
Myokinase..human,-0.0
PBEF,0.0
Mn.SOD,-0.0
JAK2,-0.0
MAPK14,-0.0
MK13,0.0
MK12,0.0
MK11,0.0
MMP.14,-0.0
Mammaglobin.2,-0.0
LG3BP,-0.0
KI3S1,0.0
LAG.3,0.0
Caspase.10,-0.0
LIMP.II,-0.0
TAK1.TAB1,-0.0
PDE5A,0.0
PDE4D,-0.0
PDE3A,0.0
PDE1A,0.0
PDE11,-0.0
IMDH2,-0.0
DRAK2,-0.0
Cyclophilin.F,-0.0
cGMP.stimulated.PDE,-0.0
AMPK.a2b2g1,0.0
JNK2,-0.0
PPIE,0.0
NR1D1,-0.0
PCSK9,0.0
HMGR,-0.0
IMDH1,-0.0
TYK2,-0.0
ABL2,-0.0
BCAR3,0.0
Elastase,-0.0
calgranulin.B,-0.0
B7.2,0.0
annexin.VI,0.0
EGFRvIII,0.0
Prothrombin,-0.0
Troponin.T,0.0
Apo.E2,0.0
Coagulation.Factor.IXab,0.0
calreticulin,0.0
Eotaxin,0.0
GHC2,-0.0
VAV,0.0
SHC1,0.0
RAC3,0.0
MMP.16,-0.0
GRB2.related.adapter.protein.2,-0.0
KIF23,-0.0
PDK1,-0.0
CK2.A2.B,-0.0
NRX1B,-0.0
Semaphorin.6A,0.0
SEM6B,-0.0
ROBO3,0.0
RELT,0.0
Prolactin.Receptor,0.0
OX2G,0.0
NRX3B,-0.0
Nr.CAM,0.0
SIG14,-0.0
Notch.3,0.0
Notch.1,-0.0
NOTC2,0.0
Nogo.Receptor,0.0
NKp46,0.0
MO2R1,-0.0
MICB,-0.0
sICAM.5,0.0
SLAF6,0.0
CK2.A1.B,-0.0
PDE7A,0.0
GCKR,-0.0
PSME3,0.0
PPID,-0.0
PDE9A,0.0
NMT1,0.0
K.ras,-0.0
AMPK.a1b1g1,-0.0
UNC5H4,-0.0
SREC.I,-0.0
UNC5H3,-0.0
TWEAKR,-0.0
TIMD3,-0.0
TGF.b.R.II,0.0
TCCR,-0.0
TAJ,-0.0
SREC.II,-0.0
CEBPB,-0.0
CHIP,0.0
kallikrein.14,-0.0
Protein.S,-0.0
IgG,0.0
Sonic.Hedgehog,-0.0
Siglec.7,-0.0
NovH,0.0
NKp44,-0.0
NANOG,0.0
NADPH.P450.Oxidoreductase,0.0
MICA,0.0
Laminin,-0.0
IL.1F7,0.0
G.CSF.R,0.0
EPO.R,-0.0
EMAP.2,0.0
CNTFR.alpha,-0.0
TNFSF18,0.0
Thyroxine.Binding.Globulin,-0.0
TECK,-0.0
TSLP.R,-0.0
ULBP.3,-0.0
Apo.A.I,0.0
FGF9,0.0
IL.16,0.0
IL.10,0.0
IGFBP.1,0.0
I.309,0.0
HIV.2.Rev,0.0
Hemopexin,0.0
GDF.11.8,-0.0
FGF.20,0.0
Azurocidin,-0.0
FGF.19,-0.0
FGF.18,0.0
DRR1,0.0
C3adesArg,0.0
C3,-0.0
C1q,0.0
BMP.14,-0.0
TACI,0.0
PF.4,0.0
GA733.1.protein,-0.0
Persephin,0.0
PKC.A,0.0
P.Cadherin,-0.0
PAFAH.beta.subunit,0.0
MSP.R,-0.0
M.CSF.R,0.0
Macrophage.mannose.receptor,-0.0
Lymphotoxin.b.R,-0.0
Layilin,0.0
IL.2.sRg,-0.0
IL.13.Ra1,-0.0
IL.12.Rb1,-0.0
IL.10.Rb,0.0
IL.1.R.AcP,-0.0
HSP.90a.b,0.0
HPV.E7.Type18,-0.0
HPV.E7.Type.16,-0.0
HO.2,0.0
PKC.Z,0.0
Rab.GDP.dissociation.inhibitor.beta,-0.0
sICAM.3,0.0
HSP.60,-0.0
PECAM.1,0.0
OSM,-0.0
NPS.PLA2,0.0
MIA,0.0
IGFBP.6,0.0
IGFBP.5,0.0
iC3b,0.0
HGF,0.0
suPAR,-0.0
ERBB1,0.0
CK.MM,0.0
Calpain.I,-0.0
Bone.proteoglycan.II,0.0
BCMA,0.0
TrkC,-0.0
TNF.sR.I,0.0
IL.17F,0.0
IL.22,0.0
Lactoferrin,-0.0
LAG.1,0.0
HCC.1,0.0
CD22,-0.0
CCL28,-0.0
Cardiotrophin.1,0.0
C7,-0.0
a1.Antichymotrypsin,-0.0
YES,-0.0
UBC9,-0.0
Topoisomerase.I,0.0
TBP,0.0
RAD51,0.0
RAC1,-0.0
PKC.D,0.0
MOZ,-0.0
MEK1,-0.0
Karyopherin.a2,0.0
HDAC8,0.0
IL.4,-0.0
Midkine,-0.0
MPIF.1,0.0
Factor.D,0.0
PTHrP,0.0
IGF.II.receptor,-0.0
Properdin,0.0
Luteinizing.hormone,-0.0
IGF.I,-0.0
IGFBP.4,0.0
GX,0.0
ER,-0.0
PCNA,0.0
DAN,0.0
Cytochrome.P450.3A4,0.0
Cytochrome.c,-0.0
Artemin,0.0
Apo.E4,0.0
PAI.1,0.0
sRANKL,-0.0
Hat1,0.0
Glucocorticoid.receptor,0.0
ERK.1,0.0
ACE2,-0.0
CD97,-0.0
Cadherin.5,-0.0
BCAM,-0.0
ART,0.0
Angiopoietin.1,-0.0
ADAMTS.4,0.0
Activin.RIB,-0.0
Apo.B,0.0
EDA,-0.0
Fibrinogen,-0.0
SOD,-0.0
NAP.2,0.0
MMP.7,-0.0
MMP.3,0.0
MCP.2,0.0
LD78.beta,0.0
COMMD7,-0.0
Fractalkine.CX3CL.1,0.0
CHK1,-0.0
OX40.Ligand,0.0
C5a,-0.0
AIF1,-0.0
WIF.1,0.0
Ubiquitin.1,-0.0
sTie.1,-0.0
SPINT2,0.0
sFRP.3,0.0
MMP.17,0.0
HAI.1,-0.0
Met,-0.0
Lipocalin.2,-0.0
Ku70,0.0
kallikrein.8,0.0
Kallikrein.4,-0.0
Kallikrein.11,0.0
IL.27,0.0
gp130..soluble,-0.0
ERBB4,-0.0
VCAM.1,-0.0
PSP,-0.0
FLRT3,-0.0
FLRT2,0.0
protein.Z.inhibitor,0.0
SMOC1,0.0
CHKB,0.0
CD177,-0.0
Lumican,-0.0
FSTL1,-0.0
BCL6,0.0
NEGR1,-0.0
LYPD3,0.0
SNP25,-0.0
EFNB1,0.0
CSH,-0.0
FAM3D,0.0
SOST,0.0
VEGF.D,-0.0
ISLR2,-0.0
Vitronectin,-0.0
DSC2,0.0
TRAIL.R4,0.0
IFNA7,0.0
IFN10,-0.0
IFN.b,0.0
ApoM,-0.0
Ephrin.A2,-0.0
GI24,0.0
ZNRF3,-0.0
RNF43,-0.0
LDLR,-0.0
S100A4,-0.0
Adrenomedullin,-0.0
PIANP,-0.0
LTBP4,-0.0
SEM5A,0.0
HXK1,-0.0
HXK2,-0.0
Apoptosis.regulator.Bcl.W,0.0
RSPO3,-0.0
ERBB3,0.0
SECTM1,-0.0
LRRK2,-0.0
STAT6,-0.0
STAT1,0.0
IL.12,0.0
PDGFRA,0.0
IL.23,-0.0
SMAD2,0.0
SMAD3,0.0
c.Myc,-0.0
OAS1,-0.0
Mcl.1,-0.0
c.Jun,-0.0
IRF1,0.0
STAT3,0.0
IL.10.Ra,-0.0
PIAS4,0.0
NSE,-0.0
Osteocalcin,0.0
IL.5,0.0
GPDA,-0.0
Apo.L1,-0.0
S100A6,-0.0
HIF.1a,0.0
BTC,0.0
GDF.11,-0.0
FABPL,0.0
CD59,0.0
CD38,0.0
Alpha.enolase,-0.0
IgA,0.0
YKL.40,-0.0
HSP.27,0.0
REG4,-0.0
TLR4,0.0
PDXK,0.0
HEMK2,0.0
LPPL,0.0
EFNB2,0.0
HHLA2,0.0
IL.1.sRII,-0.0
AMGO2,0.0
HMG.1,-0.0
X6Ckine,0.0
GFRa.2,-0.0
Ephrin.B3,0.0
HCE000104,-0.0
GFRa.3,0.0
Cadherin.E,0.0
Angiopoietin.4,0.0
TIMP.3,0.0
SAP,0.0
MIP.3a,0.0
GV,-0.0
GIIE,0.0
FGF.8B,0.0
FGF.10,-0.0
CXCL16..soluble,0.0
Cathepsin.G,-0.0
OPG,-0.0
b.Endorphin,-0.0
Factor.I,-0.0
CD30,0.0
ERBB2,0.0
Ephrin.A5,0.0
Ephrin.A4,0.0
eIF.5,-0.0
Dtk,-0.0
Cystatin.C,0.0
CLF.1.CLC.Complex,0.0
B7,0.0
IGFBP.3,-0.0
X4.1BB.ligand,0.0
X4.1BB,0.0
VEGF,0.0
PRL,0.0
Myeloperoxidase,-0.0
MMP.9,0.0
MCP.1,0.0
HCE000342,-0.0
C8,0.0
BDNF,0.0
IL.1F6,0.0
HCE001796,-0.0
Myostatin,-0.0
Annexin.V,-0.0
X14.3.3E,0.0
X14.3.3.protein.beta.alpha,-0.0
Ephrin.A3,-0.0
UCRP,0.0
IL.1F8,0.0
C4b,0.0
IFN.g,0.0
H31,-0.0
H2A3,-0.0
H2B2E,0.0
NRG4,-0.0
C1QR1,-0.0
RXFP1,-0.0
HCE003167,0.0
Coagulation.Factor.XI,-0.0
Apo.E,0.0
TIMP.2,0.0
C5,-0.0
HCE004152,0.0
VEGF.sR3,0.0
TGF.b1,0.0
HCE000483,0.0
HCE003300,0.0
HCE004331,-0.0
HCE004359,0.0
CTACK,0.0
HCE004333,0.0
EG.VEGF,-0.0
HCE003183,-0.0
tPA,-0.0
TIMP.1,0.0
Endostatin,0.0
HCE000414,-0.0
SCGF.beta,0.0
Protein.C,-0.0
TNFSF15,0.0
PKB.a.b.g,0.0
CD30.Ligand,-0.0
Carbonic.anhydrase.XIII,0.0
CAMK2D,0.0
CAMK1D,-0.0
BTK,0.0
BSP,0.0
BMX,0.0
BFL1,-0.0
Bcl.2,-0.0
UFC1,0.0
TPSG1,-0.0
TPSB2,0.0
TCPTP,-0.0
TBK1,-0.0
STAB2,0.0
SHP.2,-0.0
Renin,-0.0
CDK1.cyclin.B,-0.0
Chymase,0.0
EphA1,0.0
IL.18.Ra,0.0
Periostin,0.0
LYN,0.0
LCK,0.0
Kallikrein.6,0.0
Kallistatin,-0.0
IR,0.0
IL.8,-0.0
IL.15.Ra,0.0
EPHA3,0.0
HIPK3,0.0
GSK.3.alpha.beta,0.0
granzyme.A,-0.0
FSTL3,0.0
Flt.3,-0.0
FN1.4,0.0
FN1.3,0.0
PLK.1,-0.0
PK3CG,-0.0
MATN2,0.0
PIK3CA.PIK3R1,-0.0
Carbonic.anhydrase.VII,0.0
Carbonic.anhydrase.6,0.0
CAMK2B,0.0
CAMK2A,0.0
BMP.1,0.0
BARK1,0.0
AURKB,-0.0
Antithrombin.III,-0.0
Aminoacylase.1,0.0
ABL1,0.0
TSP4,0.0
TSP2,0.0
TFPI,-0.0
RGM.C,0.0
ALK.1,-0.0
PGRP.S,0.0
NET4,0.0
CDK2.cyclin.A,-0.0
CDK5.p35,-0.0
CDK8.cyclin.C,-0.0
HCK,0.0
PCI,0.0
PAK7,-0.0
PAK3,-0.0
LYNB,0.0
KPCI,-0.0
Kallikrein.7,-0.0
IL.17.RD,-0.0
Granzyme.H,0.0
Chk2,-0.0
FETUB,-0.0
ECM1,-0.0
Dkk.4,-0.0
Cathepsin.V,-0.0
CSK,0.0
CRDL1,0.0
CLC4K,-0.0
PDGF.Rb,-0.0
PGCB,0.0
PRKACA,0.0
RPS6KA3,-0.0
LGMN,0.0
IL22RA1,0.0
HGFA,-0.0
GNS,0.0
FCN1,-0.0
EphB4,-0.0
Endothelin.converting.enzyme.1,-0.0
DPP2,-0.0
DKK3,-0.0
Discoidin.domain.receptor.2,0.0
MASP3,0.0
CLC7A,0.0
CHL1,-0.0
Chitotriosidase.1,-0.0
CATE,0.0
Caspase.3,0.0
CAMK1,0.0
LY86,-0.0
Marapsin,-0.0
MMEL2,-0.0
Soggy.1,-0.0
complement.factor.H.related.5,-0.0
Calcineurin.B.a,-0.0
Cadherin.12,-0.0
BMPER,-0.0
VEGF.sR2,-0.0
TLR4.MD.2.complex,-0.0
TEC,0.0
SLIK1,-0.0
MP2K2,0.0
SLAF5,0.0
RAP,-0.0
OCAD1,-0.0
OBCAM,-0.0
NID2,0.0
Nectin.like.protein.1,0.0
MRCKB,-0.0
Cadherin.6,-0.0
BMP10,0.0
BASI,-0.0
XPNPEP1,0.0
IFN.aA,-0.0
GCP.2,0.0
FGF.17,-0.0
CNTF,-0.0
Catalase,-0.0
b.ECGF,-0.0
Angiotensinogen,-0.0
DUS3,0.0
Integrin.a1b1,0.0
TRY3,0.0
TrkA,0.0
Thrombospondin.1,0.0
Thrombopoietin.Receptor,-0.0
Survivin,-0.0
STK16,0.0
sE.Selectin,-0.0
IL.17B,-0.0
LEAP.1,-0.0
Arylsulfatase.A,0.0
TSH,0.0
a2.HS.Glycoprotein,-0.0
a1.Antitrypsin,-0.0
Adiponectin,-0.0
dopa.decarboxylase,-0.0
DKK1,-0.0
CD40.ligand..soluble,-0.0
Vasoactive.Intestinal.Peptide,0.0
TGF.b3,0.0
Lymphotoxin.a1.b2,0.0
TARC,-0.0
TAFI,-0.0
SDF.1,0.0
Proteinase.3,-0.0
MIP.5,0.0
MDC,0.0
Lymphotoxin.a2.b1,0.0
Nectin.like.protein.2,-0.0
RGMB,-0.0
LY9,-0.0
IL.2.sRa,0.0
BAFF,-0.0
WISP.1,-0.0
NKG2D,0.0
IL.4.sR,-0.0
Haptoglobin..Mixed.Type,-0.0
Flt3.ligand,-0.0
Fas.ligand..soluble,-0.0
vWF,0.0
Trypsin,0.0
resistin,-0.0
PTN,0.0
PARC,0.0
ON,0.0
Myoglobin,0.0
MRC2,-0.0
MIP.1a,0.0
I.TAC,0.0
C9,0.0
Cathepsin.B,-0.0
FGF.5,0.0
TIG2,0.0
VEGF.C,-0.0
LRP8,0.0
MK01,-0.0
Aurora.kinase.A,-0.0
XEDAR,-0.0
ULBP.2,0.0
ULBP.1,-0.0
PlGF,-0.0
Galectin.3,-0.0
Coagulation.Factor.Xa,-0.0
LBP,-0.0
IL.18.BPa,-0.0
IL.13,-0.0
IL.2,-0.0
IgM,0.0
GDF.9,-0.0
IL.1b,0.0
IL.19,-0.0
GFAP,-0.0
ESAM,0.0
IL.17.sR,-0.0
IL.1.sRI,0.0
ICOS,0.0
Histone.H1.2,-0.0
Gro.b.g,-0.0
Gro.a,0.0
Galectin.4,0.0
ENA.78,-0.0
IL.1Rrp2,-0.0
EDAR,0.0
Desmoglein.1,-0.0
CTGF,-0.0
contactin.1,-0.0
CD36.ANTIGEN,-0.0
BMP.7,-0.0
AREG,-0.0
IL.18.Rb,0.0
JAM.B,-0.0
Galectin.2,-0.0
CTLA.4,0.0
FSH,0.0
DC.SIGNR,-0.0
DC.SIGN,0.0
Ck.b.8.1,-0.0
Calpastatin,-0.0
bFGF,-0.0
a2.Antiplasmin,-0.0
TSLP,-0.0
JAM.C,-0.0
TGF.b.R.III,0.0
Siglec.9,0.0
PTP.1B,-0.0
PD.L2,-0.0
NKp30,0.0
MBL,0.0
LSAMP,-0.0
sCD4,0.0
SMAC,0.0
TNF.sR.II,-0.0
URB,0.0
CD109,-0.0
Carbonic.Anhydrase.X,-0.0
C1r,0.0
BGH3,0.0
ANGL3,0.0
